id,created_at,start_at,end_at,address,title,dao_name,author_address,token_address,network_name,token_symbol,vote_start_at
100,2022-08-19 09:13:52.261+00,2022-08-19 09:20:00+00,2022-08-19 12:00:00+00,0x6603d96a92fd8cA9256298B710B897c5781083F8,ЯКА ПРОБЛЕМА ПОТРЕБУЄ ПЕРШОЧЕРГОВОГО ВИРІШЕННЯ?,,0x48bCbB128d94896573113dcf428E779014E864Cd,0x63182ce8Ac476c028B6a027f99047160FEfF4036,polygon,W3CK,2022-08-19 10:45:00+00
101,2022-08-19 14:34:21.62+00,2022-08-19 12:20:00+00,2022-08-19 16:33:00+00,0x5ba90E7Db81Abf44A81169176A710D070eda754f,ЯКА ПРОБЛЕМА ПОТРЕБУЄ ПЕРШОЧЕРГОВОГО ВИРІШЕННЯ?,,0x48bCbB128d94896573113dcf428E779014E864Cd,0x63182ce8Ac476c028B6a027f99047160FEfF4036,polygon,W3CK,2022-08-19 15:15:00+00
102,2022-08-23 07:47:47.751+00,2022-08-23 07:56:00+00,2022-08-23 09:10:00+00,0xfA825a4a76eC43bEb7C29c1e63Ae52D83F512402,What should we do in the next three month?,,0x4f62c4228f50875A2f3BE0921c4C2c41029A8BAe,0xA9AaD0653429fb7EeC3849aAd3d829359Ab34Aa7,polygon,PrioCoinTe,2022-08-23 08:46:00+00
103,2022-08-23 07:53:24.64+00,2022-08-23 22:30:00+00,2022-08-23 22:57:00+00,0x55cd413Ddf966b7BF07053B73A33f5A703f857aE,Banny Drawing Contest,,0x0CF18D21209Ef4D0e603E15fb51c8a6d6Cb49C6D,0xE2fdaFF1D3c72fcaB16aCA3e6daF6dbA70041DA5,polygon,JBDRAW,2022-08-23 22:50:00+00
104,2022-08-23 16:29:51.239+00,2022-08-23 16:36:00+00,2022-09-01 03:59:00+00,0x258d70806E758d0631Fe448022df8cc9E4EA1590,GM HOUSE ZINE #1,,0xC322E8Ec33e9b0a34c7cD185C616087D9842ad50,0xE6f619d824742032a21706814A98b243b4c6C5F4,polygon,ZINE,2022-08-30 03:59:00+00
105,2022-08-23 16:48:49.56+00,2022-08-24 15:00:00+00,2022-09-03 15:00:00+00,0xbDe2bca1AC56640C69514DA86e55ce0Eb75968EF,100TM x JB investment contest!,,0x598aF4dB1Ed4EE0F1c41b8B0104ECe89526499bd,0x96888Fd4B60c50B0C8fE23C88c0A490D8622638B,polygon,HTM,2022-09-01 15:00:00+00
106,2022-08-23 16:52:36.276+00,2022-08-23 16:55:00+00,2022-08-25 17:00:00+00,0x7eC1b7038c693835C39953b2968574080c5e3e85,"GM ZINE, WTF DO WE CALL IT?",,0xC322E8Ec33e9b0a34c7cD185C616087D9842ad50,0x68577a09EdE326952AE7ccDDF26c928d5ef6671A,polygon,ZINE,2022-08-24 17:00:00+00
107,2022-08-24 09:39:15.303+00,2022-08-24 09:44:00+00,2022-08-25 19:00:00+00,0x07100a22bdb367BC8B955F0FbDa7dB2c90BCF7C9,Think Tank Friday Focus,,0x874eAFdfe998508D79e47CA5D321De11CD438372,0xC3385e777D6ab3E6aDf66D5df1D17A925533eB9A,polygon,TTC,2022-08-25 09:00:00+00
108,2022-08-24 17:55:09.968+00,2022-08-24 18:00:00+00,2022-08-25 18:00:00+00,0x6e56ec29D771FfffA47d74110cCD2fe3b8bB268B,"GM ZINE, WTF DO WE CALL IT (TAKE TWO)?",,0x09dD35BbF83e64E90F998e54C9D0ecB9B0E614B5,0x1f79e5Fdcef872E2D15d81c030970dF5c36054FA,polygon,ZINE,2022-08-24 18:10:00+00
109,2022-08-24 18:43:09.602+00,2022-08-24 18:45:00+00,2022-08-25 19:30:00+00,0xe401Fe3A8CF4825E88257765E1dE04096108F26C,"GM ZINE, WTF DO WE CALL IT (TAKE THREE)?",,0x09dD35BbF83e64E90F998e54C9D0ecB9B0E614B5,0x1f79e5Fdcef872E2D15d81c030970dF5c36054FA,polygon,ZINE,2022-08-24 19:30:00+00
110,2022-08-25 01:51:22.848+00,2022-08-29 04:00:00+00,2022-08-30 22:50:00+00,0xEB74De65d3614713B5b625C360eE2E940f814d3C,Banny Drawing Contest #1,,0x6877be9E00d0bc5886c28419901E8cC98C1c2739,0xC675b24D012999c4F755f6dbeC49598A7Dc286a1,polygon,JBDRAW,2022-08-30 22:00:00+00
111,2022-08-25 17:24:07.926+00,2022-08-25 17:25:00+00,2022-08-26 16:30:00+00,0x90E63E19d64f4CBd92ceD44af0572AA6ee25CC53,jokerace 25: sports edition,,0x7B15427393A98A041D00b50254A0C7a6fDC79F4E,0x61f8b5f04bB9F9Ae15F9476f7a5eC8604188FB07,polygon,joke26,2022-08-26 16:00:00+00
112,2022-08-26 07:33:34.694+00,2022-08-26 07:40:00+00,2022-09-01 12:00:00+00,0xc932B40736847d95F763e7DB88983895b50e2015,Find the bestest Mission Statement for Flipside Governance ,,0xaeE6b099f09142f95d0680C379c82C0A3D306a64,0x2a308feF919569Ea44c1EcEd2BFD08E7EB5C7C38,polygon,GOVSTRNG,2022-08-30 22:00:00+00
113,2022-08-26 16:14:23.329+00,2022-08-29 08:00:00+00,2022-09-01 17:00:00+00,0x21f65ea9ccf8c7095bb7e7b09fe4be860731e9eb,Think Tank Friday Focus,,0x874eAFdfe998508D79e47CA5D321De11CD438372,0xFc6ac5bc41DA598C55Dc3850FCD4e49D521D43D2,polygon,TTT,2022-08-31 19:00:00+00
114,2022-08-27 02:48:10.15+00,2022-08-27 02:52:00+00,2022-08-28 02:00:00+00,0x9Dc2523A2c350635af591122A2E09251767302E3,Your favorite piece of HEAVXN?,,0xD30a79E487351Eb0064c8a78eb341DA364d78a9a,0xC7308C00625BB6FD1601a84624E150b8C52764B0,polygon,VXTE,2022-08-27 22:45:00+00
115,2022-08-29 00:40:02.404+00,2022-08-29 00:47:00+00,2022-09-05 06:00:00+00,0x2Cc6A6D470CBa96433c943877F6e56304e2dC2fb,Smells like Phish,,0x5dC70A9b884f78Ee030a8c6ad3b3b7dc10Bbe7f4,0xc09287d0837e22495d0F97e3264af7E2d36700Ea,polygon,PHISH,2022-08-29 01:00:00+00
116,2022-08-29 01:21:14.92+00,2022-08-29 01:29:00+00,2022-09-05 06:00:00+00,0x078Ad853E6fB00e96D5466d11F8DB6816cadED58,SMELLS LIKE PHISH,,0x5dC70A9b884f78Ee030a8c6ad3b3b7dc10Bbe7f4,0xc09287d0837e22495d0F97e3264af7E2d36700Ea,polygon,PHISH,2022-09-03 04:00:00+00
117,2022-08-29 01:43:34.387+00,2022-08-30 18:00:00+00,2022-09-03 00:00:00+00,0x0147582070FE35c0b18b4b247DD12d184fe0DBb9,Which topic should Eliot cover in his next essay?,,0xC0241e384dB48C35E7b3FEded3BfEcd29A3E73e3,0xB83a45Bbb5699ae47B39c32B20A145b28B446fCa,polygon,ELIOT,2022-08-31 18:00:00+00
118,2022-08-29 16:03:42.505+00,2022-08-29 17:00:00+00,2022-08-30 23:00:00+00,0x5165B4a0b7A49601Ec588196B5c83D04E70E58B2,Banny Drawing Contest #1,,0x0CF18D21209Ef4D0e603E15fb51c8a6d6Cb49C6D,0x32317467633256538290c5d68124Cc9D14E0153c,polygon,JBDRAW,2022-08-30 22:50:00+00
119,2022-08-29 17:23:51.981+00,2022-08-29 15:00:00+00,2022-09-10 16:00:00+00,0x14685ae3425b4F00E8f7A392eF2E7ef25CF702D7,100TM investment contest - EXTENDED!,,0x598aF4dB1Ed4EE0F1c41b8B0104ECe89526499bd,0x708447a539B06449C967127d5bAb98c8fe5F2bAc,polygon,HTM,2022-09-08 15:00:00+00
120,2022-08-29 20:33:50.377+00,2022-08-29 20:43:00+00,2022-08-31 20:33:00+00,0x0a05EC0464AcD9d2877b40a5eD1B77e999Afd70F,For the height challenged,,0xe7A91167c495D881A58b56e780Bd6B1F51A3500e,0x2b0d073482eD4eE12AB276Cc61B68B109f3BAF30,optimism,CTT,2022-08-29 23:33:00+00
121,2022-08-30 16:36:09.264+00,2022-08-30 16:40:00+00,2022-09-02 16:00:00+00,0x6064D8319D03F57608061F2a0198f6E7C0eC1DC8,daonft,,0x23fB34F91Ce9Dc6D8B0051BAaba39C16a1352222,0xFCf5DC405d7FB5e58275Df06CF508E143Dd3fb3e,polygon,dnft,2022-08-31 16:00:00+00
122,2022-08-30 17:25:48.524+00,2022-08-30 17:34:00+00,2022-09-06 23:07:00+00,0xEB81aeD8770DB7D16DB84127Ee3bF847d3A81085,777Club MemberDrop,,0x3E2D88203FBa1D1626B93fAb2848bCe2eCBA2E59,0x3AC6C73255816D28C0DD870df23482a474020914,polygon,777,2022-08-30 23:07:00+00
